SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1296.00,1313.10,1246.15,1260.70,1260.70,1288.60,637,6621,8524678.00,
500003,AEGIS LOGIS ,A ,Q,252.60,253.00,250.05,250.85,250.85,250.25,84,3358,844007.00,
500008,AMAR RAJA BA,A ,Q,777.15,785.00,771.55,774.30,776.00,779.30,297,5648,4388416.00,
500009,A.SARABHAI  ,XT,Q,12.41,13.00,12.41,12.45,12.44,12.75,17,3632,45688.00,
500010,HDFC        ,A ,Q,1853.00,1855.00,1827.05,1830.30,1835.85,1847.80,1019,27580,50616726.00,
500012,ANDHRA PETRO,X ,Q,47.65,49.50,47.65,48.20,48.00,48.05,166,43446,2127558.00,
500013,ANSAL INFRAS,B ,Q,18.20,19.65,18.00,18.85,18.85,17.90,662,188022,3597821.00,
500014,APPLE FINANC,XT,Q,1.71,1.71,1.63,1.71,1.71,1.71,12,6136,10492.00,
500016,ARUNA HOTEL ,XT,Q,18.25,18.30,18.25,18.25,18.25,19.20,14,3300,60233.00,
500020,BOM DYEING  ,A ,Q,225.00,229.70,220.10,220.80,220.80,222.75,2352,256995,57925504.00,
500023,ASIANHOTNR  ,B ,Q,250.15,250.15,250.00,250.00,250.00,260.00,8,132,33004.00,
500024,ASSAMCO     ,B ,Q,3.62,3.65,3.61,3.63,3.62,3.66,50,110742,401629.00,
500027,ATUL LTD.   ,A ,Q,2725.05,2749.45,2702.05,2709.05,2709.05,2720.45,27,618,1686686.00,
500028,ATV PROJECTS,XT,Q,9.45,9.45,8.80,9.00,9.00,9.00,12,2285,20488.00,
500029,AUTOLITE(I) ,B ,Q,64.95,65.20,60.00,62.60,62.90,64.95,111,8889,558384.00,
500031,BAJAJ ELECT.,A ,Q,531.30,540.00,526.00,529.65,529.65,536.75,698,25664,13648065.00,
500032,BAJAJHIND   ,A ,Q,7.50,7.50,7.17,7.20,7.20,7.45,508,756443,5508187.00,
500033,FORCE MOTR  ,B ,Q,2760.10,2800.00,2760.00,2768.20,2768.20,2772.40,1300,11620,32352291.00,
500034,BAJFINANCE  ,A ,Q,2270.00,2275.00,2230.00,2232.90,2232.90,2256.65,1884,44564,99925152.00,
500038,BALRAM.CHINI,A ,Q,71.80,72.40,71.00,71.30,71.30,72.30,1054,256309,18326466.00,
500039,BANCO PROD. ,B ,Q,227.80,227.90,222.55,224.20,224.20,224.40,54,1745,391723.00,
500040,CENTURY TEXT,A ,Q,939.95,949.40,928.50,932.15,928.50,932.85,1169,44189,41437928.00,
500041,BANNARI AMAN,B ,Q,1643.60,1643.60,1486.00,1553.85,1492.55,1540.00,16,34,51582.00,
500042,BASF INDIA  ,B ,Q,2015.00,2048.00,2005.00,2015.40,2013.95,2012.80,84,502,1016861.00,
500043,BATA INDIA  ,A ,Q,781.10,786.35,772.50,774.85,774.85,775.75,686,36551,28471658.00,
500048,BEML LTD    ,A ,Q,884.55,902.10,875.00,880.75,880.75,884.55,2690,114246,101613293.00,
500049,BHARAT ELECT,A ,Q,121.95,122.00,118.70,119.30,119.30,121.30,1811,237547,28414982.00,
500052,BHANSALI ENG,B ,Q,160.95,160.95,157.00,160.95,160.95,153.30,914,227101,36274736.00,
500055,BHUSH STEEL ,B ,Q,36.45,36.45,36.45,36.45,36.45,34.75,164,406295,14809452.00,
500058,BIHAR SPONGE,XT,Q,1.13,1.18,1.10,1.18,1.18,1.13,14,7775,9079.00,
500059,BINANI IND. ,B ,Q,81.40,84.90,81.40,82.85,82.85,82.15,113,6802,566120.00,
500060,BIRLACABLE  ,T ,Q,86.90,88.00,83.25,85.00,86.15,85.80,53,3488,298726.00,
500067,BLUE STAR   ,A ,Q,690.50,690.55,665.00,667.60,671.90,688.10,245,3000,2018328.00,
500069,BNK CAPITAL ,X ,Q,97.00,97.70,92.00,97.20,95.15,93.20,16,1604,155432.00,
500074,BPL LTD.    ,B ,Q,60.05,63.35,59.30,60.95,60.95,60.00,998,116692,7238296.00,
500078,OAL         ,X ,Q,790.00,790.00,767.50,772.20,767.50,766.90,16,465,359429.00,
