SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1342.25,1347.95,1334.20,1341.35,1347.95,1336.15,458,23737,31792566.00,
500003,AEGIS LOGIS ,A ,Q,202.55,203.00,186.00,201.20,203.00,200.45,482,10943,2145036.00,
500008,AMAR RAJA BA,A ,Q,729.40,731.50,712.50,716.05,716.05,726.90,931,24148,17365145.00,
500009,A.SARABHAI  ,X ,Q,14.05,14.36,13.16,13.38,13.38,14.09,178,51782,704661.00,
500010,HDFC        ,A ,Q,1992.00,2010.20,1971.20,1984.35,1984.35,1987.15,2866,60443,120442764.00,
500012,ANDHRA PETRO,X ,Q,58.00,58.25,56.55,57.40,57.50,58.40,197,30663,1755830.00,
500013,ANSAL INFRAS,B ,Q,11.21,11.36,10.96,11.20,11.20,11.29,45,41446,465254.00,
500014,APPLE FINANC,XT,Q,1.81,1.90,1.72,1.72,1.72,1.81,34,2787,4891.00,
500016,ARUNAHTEL   ,XT,Q,7.92,8.70,7.92,7.92,7.92,8.33,6,850,6810.00,
500020,BOM DYEING  ,A ,Q,142.90,147.40,141.50,142.75,142.75,142.65,4417,359455,51850072.00,
500023,ASIANHOTNR  ,B ,Q,138.00,139.00,137.05,139.00,139.00,142.00,6,701,96755.00,
500024,ASSAMCO     ,T ,Q,2.44,2.45,2.23,2.25,2.27,2.34,97,113666,259813.00,
500027,ATUL LTD.   ,A ,Q,3322.00,3347.00,3310.50,3338.55,3347.00,3332.15,59,711,2372437.00,
500028,ATV PROJECTS,XT,Q,6.35,6.60,6.32,6.32,6.32,6.65,22,8369,53525.00,
500029,AUTOLITE(I) ,B ,Q,37.05,37.05,37.00,37.00,37.00,36.70,7,1606,59422.00,
500031,BAJAJ ELECT.,A ,Q,523.05,526.00,517.30,521.40,522.00,526.25,269,9213,4801755.00,
500032,BAJAJHIND   ,B ,Q,8.05,8.20,8.00,8.03,8.07,8.00,170,128287,1035599.00,
500033,FORCE MOTR  ,A ,Q,1705.95,1721.00,1670.00,1678.10,1678.10,1709.10,1465,17129,28997884.00,
500034,BAJFINANCE  ,A ,Q,2884.00,2897.95,2820.00,2836.85,2836.85,2872.25,3427,64883,184665625.00,
500038,BALRAM.CHINI,A ,Q,127.50,132.40,127.35,131.30,131.30,127.60,1453,136171,17840578.00,
500039,BANCO PROD. ,B ,Q,159.70,161.25,157.40,159.50,159.15,160.70,66,2866,457609.00,
500040,CENTURY TEXT,A ,Q,902.05,911.45,890.70,893.15,893.15,900.75,624,23037,20734482.00,
500041,BANNARI AMAN,B ,Q,1573.95,1573.95,1545.00,1549.95,1549.95,1531.60,6,9,13991.00,
500042,BASF INDIA  ,A ,Q,1354.00,1420.00,1348.00,1389.10,1402.00,1353.60,279,52239,70730030.00,
500043,BATA INDIA  ,A ,Q,1351.00,1368.95,1346.40,1360.30,1363.00,1351.00,848,22334,30418510.00,
500048,BEML LTD    ,A ,Q,998.70,1008.00,960.40,967.05,964.00,989.90,3646,160628,158051911.00,
500049,BHARAT ELECT,A ,Q,93.55,94.25,90.60,91.05,91.05,93.35,2434,811650,74744298.00,
500052,BHANSALI ENG,B ,Q,73.40,74.30,71.00,71.60,71.00,73.55,1186,135067,9770920.00,
500055,TATASTLBSL  ,T ,Q,29.90,29.90,29.00,29.30,29.30,29.75,295,82623,2431000.00,
500058,BIHAR SPONGE,XT,Q,0.90,0.90,0.88,0.88,0.88,0.89,23,28129,25298.00,
500059,BINANI IND. ,T ,Q,36.25,36.25,36.15,36.15,36.15,38.05,59,6261,226349.00,
500060,BIRLACABLE  ,B ,Q,156.40,156.70,154.00,154.70,154.00,155.85,81,7650,1186629.00,
500067,BLUE STAR   ,A ,Q,670.50,674.00,666.80,672.60,674.00,679.00,116,1241,831251.00,
500068,DISA INDIA  ,X ,Q,6200.00,6200.00,5825.00,6000.00,6000.00,6000.00,10,15,90974.00,
500069,BNK CAPITAL ,X ,Q,91.00,91.00,86.40,90.95,90.95,88.85,6,218,18992.00,
500074,BPL LTD.    ,B ,Q,28.25,29.20,28.15,28.55,28.80,28.40,118,20518,585976.00,
500078,OAL         ,X ,Q,248.00,248.00,236.55,240.50,236.55,242.95,69,6395,1539970.00,
500083,CENTURY EXT ,B ,Q,6.35,6.35,6.21,6.29,6.29,6.21,36,48653,306064.00,
500084,CESC LTD.   ,A ,Q,721.05,721.05,706.85,710.05,711.00,722.50,285,10584,7551823.00,
500085,CHAMBAL FERT,A ,Q,161.50,161.70,158.75,159.40,159.00,160.35,224,11703,1868703.00,
500086,EXIDE IND.  ,A ,Q,231.00,231.00,218.00,220.85,220.85,229.40,1320,100867,22494972.00,
500087,CIPLA LTD.  ,A ,Q,535.00,539.00,524.00,526.85,526.85,533.10,991,2816886,1498475651.00,
500089,DIC INDIA   ,B ,Q,341.50,360.00,341.50,346.00,346.00,351.75,21,591,205218.00,
500092,CRISIL LTD  ,A ,Q,1489.05,1499.00,1476.00,1489.85,1494.15,1479.30,123,746,1109547.00,
500093,CGPOWER     ,A ,Q,45.50,46.25,44.00,44.35,44.35,45.45,1768,1017011,45655553.00,
500096,DABUR (I)   ,A ,Q,426.05,428.60,423.00,424.95,423.10,426.05,1187,283188,120433176.00,
500097,DALMIASUG   ,B ,Q,112.00,114.65,111.00,112.80,112.80,111.65,600,42445,4812906.00,
500101,ARVIND Ltd  ,A ,Q,90.15,90.75,86.65,87.05,87.05,90.00,1013,182739,16160244.00,
