SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1260.00,1270.00,1240.15,1249.70,1249.70,1248.10,645,22875,28680226.00,
500003,AEGIS LOGIS ,A ,Q,193.00,196.00,186.10,193.95,196.00,183.95,510,8604,1644836.00,
500008,AMAR RAJA BA,A ,Q,724.00,741.05,714.40,736.95,739.55,724.00,605,17860,13016192.00,
500009,A.SARABHAI  ,X ,Q,11.75,12.30,11.75,12.16,12.30,11.79,33,2018,24314.00,
500010,HDFC        ,A ,Q,1875.00,1894.65,1865.20,1891.60,1890.00,1870.90,1495,37642,70800581.00,
500012,ANDHRA PETRO,X ,Q,56.75,56.75,54.00,55.50,55.50,54.90,184,25974,1441578.00,
500013,ANSAL INFRAS,B ,Q,10.55,11.20,10.16,10.84,10.84,10.43,164,40130,433859.00,
500014,APPLE FINANC,XT,Q,1.53,1.53,1.48,1.48,1.48,1.53,4,198,293.00,
500020,BOM DYEING  ,B ,Q,108.05,114.20,107.20,111.45,111.45,107.20,2798,310608,34510646.00,
500024,ASSAMCO     ,B ,Q,2.82,2.82,2.82,2.82,2.82,2.69,47,75910,214066.00,
500027,ATUL LTD.   ,A ,Q,3398.00,3430.00,3357.45,3370.55,3357.70,3394.35,210,5134,17457443.00,
500028,ATV PROJECTS,XT,Q,5.40,5.65,5.40,5.65,5.65,5.42,15,5051,28314.00,
500029,AUTOLITE(I) ,B ,Q,29.45,30.00,29.45,29.45,29.45,29.90,3,100,2946.00,
500031,BAJAJ ELECT.,A ,Q,438.05,465.00,438.00,458.65,458.65,436.20,1164,159798,70962983.00,
500032,BAJAJHIND   ,B ,Q,7.81,7.95,7.70,7.90,7.90,7.81,267,385774,3013598.00,
500033,FORCE MOTR  ,A ,Q,1344.45,1409.00,1334.65,1389.40,1389.40,1339.90,2717,23704,32761907.00,
500034,BAJFINANCE  ,A ,Q,2621.80,2660.00,2595.00,2653.05,2653.05,2600.85,3100,69611,183563824.00,
500038,BALRAM.CHINI,A ,Q,123.50,125.85,122.60,124.45,124.45,123.90,1464,218783,27254721.00,
500039,BANCO PROD. ,B ,Q,149.00,149.20,144.00,145.70,146.00,145.80,184,15888,2314344.00,
500040,CENTURY TEXT,A ,Q,740.00,773.35,740.00,765.85,772.00,740.25,1110,42355,32122100.00,
500042,BASF INDIA  ,A ,Q,1210.10,1297.75,1210.10,1279.05,1279.05,1198.50,448,2839,3586879.00,
500043,BATA INDIA  ,A ,Q,1270.00,1288.25,1266.40,1284.70,1284.70,1269.60,1642,45688,58461058.00,
500048,BEML LTD    ,A ,Q,776.00,790.50,775.05,786.30,790.00,773.75,1163,50261,39464675.00,
500049,BHARAT ELECT,A ,Q,76.00,77.80,76.00,77.45,77.45,77.35,1244,238003,18341942.00,
500052,BHANSALI ENG,B ,Q,61.00,61.15,59.60,59.65,59.60,60.20,289,45364,2723281.00,
500055,TATASTLBSL  ,T ,Q,27.00,27.70,26.00,26.20,27.00,27.05,493,142294,3801165.00,
500058,BIHAR SPONGE,XT,Q,0.95,0.95,0.94,0.94,0.94,0.95,3,105,99.00,
500059,BINANI IND. ,B ,Q,35.30,35.60,33.35,34.30,34.25,33.90,40,6025,206187.00,
500060,BIRLACABLE  ,B ,Q,156.00,163.00,154.70,159.20,159.80,154.70,667,17324,2752866.00,
500067,BLUE STAR   ,A ,Q,590.35,613.75,583.70,603.85,605.75,588.60,208,1694,1017222.00,
500068,DISA INDIA  ,X ,Q,6218.00,6218.00,5918.00,5920.00,5918.00,6100.35,6,9,54356.00,
500074,BPL LTD.    ,B ,Q,27.05,27.55,26.80,27.00,27.00,27.30,79,9586,259837.00,
500078,OAL         ,X ,Q,218.00,220.00,207.00,212.70,212.70,218.35,131,8033,1710359.00,
500083,CENTURY EXT ,B ,Q,5.91,6.10,5.81,6.00,6.00,6.07,29,15410,92587.00,
500084,CESC LTD.   ,A ,Q,673.00,685.10,664.50,667.35,667.35,672.15,549,15201,10245328.00,
500085,CHAMBAL FERT,A ,Q,159.05,161.40,157.00,157.65,157.65,160.85,227,12214,1942085.00,
