SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1269.00,1270.00,1238.05,1245.65,1245.65,1256.45,706,7750,9711886.00,
500003,AEGIS LOGIS ,A ,Q,191.05,191.05,172.00,176.50,175.00,189.60,331,9037,1646739.00,
500008,AMAR RAJA BA,A ,Q,740.45,742.50,736.40,739.55,736.40,737.85,245,6944,5136572.00,
500009,A.SARABHAI  ,X ,Q,11.70,12.20,11.70,11.86,11.83,12.29,38,3808,45053.00,
500010,HDFC        ,A ,Q,1901.15,1901.15,1858.30,1875.20,1875.20,1901.15,2571,90291,169063139.00,
500012,ANDHRA PETRO,X ,Q,50.50,51.95,50.50,51.40,51.90,51.00,200,37528,1929424.00,
500013,ANSAL INFRAS,B ,Q,9.61,9.90,9.53,9.76,9.76,9.93,28,4198,40709.00,
500014,APPLE FINANC,XT,Q,1.63,1.70,1.63,1.70,1.70,1.71,9,1057,1729.00,
500016,ARUNAHTEL   ,XT,Q,7.17,7.17,7.17,7.17,7.17,6.83,2,100,717.00,
500020,BOM DYEING  ,B ,Q,106.00,106.75,101.75,102.60,102.60,105.55,1443,120391,12460863.00,
500024,ASSAMCO     ,B ,Q,2.34,2.34,2.34,2.34,2.34,2.23,37,64445,150801.00,
500027,ATUL LTD.   ,A ,Q,3399.90,3445.00,3380.00,3433.85,3444.95,3382.00,60,216,735321.00,
500028,ATV PROJECTS,XT,Q,6.31,6.31,6.21,6.21,6.21,6.51,14,4406,27577.00,
500029,AUTOLITE(I) ,B ,Q,29.10,29.30,29.05,29.30,29.30,29.55,6,201,5866.00,
500031,BAJAJ ELECT.,A ,Q,440.50,444.95,424.15,441.40,441.40,441.15,1415,29955,12971615.00,
500032,BAJAJHIND   ,B ,Q,7.35,7.47,7.19,7.25,7.19,7.17,359,334903,2445628.00,
500033,FORCE MOTR  ,A ,Q,1351.00,1366.80,1340.00,1343.80,1343.80,1366.80,1023,10693,14420247.00,
500034,BAJFINANCE  ,A ,Q,2631.00,2631.00,2508.00,2557.50,2557.50,2607.15,4180,86481,220458413.00,
500038,BALRAM.CHINI,A ,Q,119.40,122.40,112.25,117.55,117.55,117.45,5811,714509,84468374.00,
500039,BANCO PROD. ,B ,Q,156.75,158.40,153.50,156.90,155.50,155.95,118,3052,475460.00,
500040,CENTURY TEXT,A ,Q,735.50,736.70,707.00,712.75,712.75,735.90,1167,56148,40414135.00,
500041,BANNARI AMAN,B ,Q,1499.95,1499.95,1450.00,1499.55,1499.95,1455.00,17,85,123997.00,
500042,BASF INDIA  ,A ,Q,1255.00,1264.40,1201.10,1208.80,1208.80,1267.30,364,178651,222034096.00,
500043,BATA INDIA  ,A ,Q,1260.00,1270.70,1239.25,1254.45,1254.45,1257.95,1908,54907,68852929.00,
500048,BEML LTD    ,A ,Q,783.60,783.95,766.45,771.10,771.10,783.60,1007,40525,31291310.00,
500049,BHARAT ELECT,A ,Q,75.00,76.20,74.40,75.35,75.35,74.65,1709,416858,31374670.00,
500052,BHANSALI ENG,B ,Q,66.80,66.80,62.35,62.60,62.50,63.20,356,40475,2540720.00,
500055,TATASTLBSL  ,T ,Q,27.50,28.40,26.55,27.05,27.05,27.50,246,55754,1515637.00,
500058,BIHAR SPONGE,XT,Q,0.98,0.98,0.98,0.98,0.98,0.98,3,2750,2695.00,
500059,BINANI IND. ,B ,Q,31.55,34.85,31.50,34.75,34.75,32.60,49,2477,83132.00,
500060,BIRLACABLE  ,B ,Q,159.95,159.95,152.00,155.05,156.00,158.10,328,13092,2023270.00,
500067,BLUE STAR   ,A ,Q,580.00,582.00,564.15,581.40,576.00,585.35,169,1628,941430.00,
500068,DISA INDIA  ,X ,Q,5950.00,5950.00,5950.00,5950.00,5950.00,5961.50,2,5,29750.00,
500069,BNK CAPITAL ,X ,Q,85.25,86.00,82.10,86.00,86.00,85.00,19,9329,798510.00,
500074,BPL LTD.    ,B ,Q,23.60,24.40,23.55,24.15,24.15,23.85,89,11126,266328.00,
500078,OAL         ,X ,Q,208.00,208.00,198.30,205.70,205.05,208.30,98,4441,902708.00,
500083,CENTURY EXT ,B ,Q,6.05,6.33,6.00,6.02,6.15,6.19,23,8456,51169.00,
500084,CESC LTD.   ,A ,Q,678.95,683.00,661.00,678.40,672.50,679.65,781,23688,15880030.00,
500085,CHAMBAL FERT,A ,Q,163.75,163.75,160.00,161.75,162.00,163.85,180,10141,1638526.00,
500086,EXIDE IND.  ,A ,Q,209.50,209.50,203.50,206.25,206.25,209.25,1218,76836,15807097.00,
500087,CIPLA LTD.  ,A ,Q,540.45,551.00,528.20,540.40,540.40,542.80,1653,94165,50778133.00,
500089,DIC INDIA   ,B ,Q,322.20,322.20,311.50,313.20,319.00,326.00,6,133,41680.00,
500092,CRISIL LTD  ,A ,Q,1631.00,1635.40,1615.25,1633.75,1635.40,1628.90,34,91,147785.00,
500093,CGPOWER     ,A ,Q,28.65,30.00,26.65,29.30,29.30,29.05,11216,3829759,108702360.00,
500096,DABUR (I)   ,A ,Q,440.00,443.15,430.10,434.80,434.80,440.45,2561,75218,32798527.00,
500097,DALMIASUG   ,B ,Q,98.50,99.95,95.15,96.70,96.70,97.90,424,29523,2873113.00,
500101,ARVIND Ltd  ,A ,Q,83.00,83.00,77.00,77.75,77.75,81.20,868,138818,10891849.00,
500102,BALARPUR IND,B ,Q,3.63,3.70,3.49,3.52,3.51,3.65,96,97273,348275.00,
500103,BHEL        ,A ,Q,61.20,61.95,60.70,60.95,60.95,62.20,1165,431094,26334777.00,
500104,HIND.PETRO  ,A ,Q,220.50,220.90,215.40,216.80,216.80,220.50,3402,224320,48779461.00,
500106,IFCI LTD    ,A ,Q,12.46,12.55,12.05,12.15,12.20,12.46,464,161448,1966061.00,
500108,MAHA.TELE   ,B ,Q,12.44,12.44,11.86,11.93,11.93,11.95,115,42613,508996.00,
500109,MRPL        ,A ,Q,64.20,64.60,63.05,63.55,63.05,64.10,326,49894,3176874.00,
500110,CHENNAI PET.,A ,Q,211.35,217.60,200.45,204.20,203.30,212.50,1150,77257,16128095.00,
500111,REL.CAP.    ,A ,Q,147.40,150.65,141.70,148.55,148.55,147.60,9615,1138177,167852401.00,
500112,STATE BANK  ,A ,Q,268.50,269.00,261.30,262.95,262.95,267.05,7180,926380,244436687.00,
500113,STEEL AUTH. ,A ,Q,46.30,46.40,44.35,44.85,44.85,46.25,2078,1001192,45080565.00,
500114,TITAN       ,A ,Q,1038.00,1051.40,1017.35,1039.35,1041.00,1044.70,2485,100722,104056073.00,
500116,IDBI BANK L ,A ,Q,45.20,45.80,44.20,44.85,44.85,45.15,1602,720526,32272295.00,
500117,DCW LTD.    ,B ,Q,15.45,15.45,13.95,14.20,14.25,14.50,171,57037,827958.00,
500119,DHAMPUR SUGA,B ,Q,195.05,197.60,177.80,185.80,185.80,192.30,3762,254290,48040363.00,
500120,DIAMINES&CHM,X ,Q,94.85,94.85,86.15,86.15,86.15,90.65,95,8255,723082.00,
500123,ELANTAS     ,B ,Q,2050.05,2057.00,2040.00,2045.85,2045.05,2086.95,12,34,69631.00,
500124,DR.REDDY'S  ,A ,Q,2650.10,2650.10,2065.30,2556.90,2556.90,2669.30,26224,493959,1202919307.00,
500125,E.I.D.PAR   ,A ,Q,189.55,192.75,185.70,187.00,187.00,190.70,419,20241,3828625.00,
500126,MERCK LTD   ,B ,Q,3177.00,3195.00,3070.00,3123.30,3110.00,3175.80,157,768,2397435.00,
500128,ELEC.CASTING,B ,Q,19.00,19.00,18.70,18.85,18.80,19.00,44,10717,201898.00,
500132,EMPEE SUGARS,XT,Q,0.99,0.99,0.99,0.99,0.99,1.04,10,6800,6732.00,
500133,ESAB INDIA  ,B ,Q,827.05,827.05,827.00,827.00,827.00,826.05,4,10,8270.00,
500135,ESSEL PROP  ,B ,Q,106.30,108.25,105.00,106.00,105.55,109.60,42,1099,116937.00,
500136,ESTER INDUS.,B ,Q,31.00,31.10,30.60,30.85,30.80,30.80,53,8561,262781.00,
500141,FERRO ALLOYS,X ,Q,3.78,3.80,3.56,3.61,3.61,3.61,61,31730,116885.00,
500142,FGP LTD.    ,XT,Q,1.41,1.41,1.41,1.41,1.41,1.35,1,300,423.00,
500144,FINOL. CABLE,A ,Q,376.00,382.00,357.75,378.65,378.65,375.95,441,7066,2612295.00,
500147,CMI FPE     ,X ,Q,1100.00,1112.20,1075.15,1078.25,1078.25,1114.35,54,1227,1339004.00,
500148,UFLEX LTD   ,A ,Q,213.15,213.15,200.00,201.20,202.05,214.45,504,19024,3876987.00,
500150,FOSECO INDIA,B ,Q,1338.00,1339.00,1310.00,1333.00,1333.00,1340.90,21,127,167451.00,
500151,GOLDEN TOB  ,T ,Q,38.95,38.95,38.95,38.95,38.95,40.95,1,200,7790.00,
500153,GANESH BENZO,X ,Q,43.70,44.00,43.05,43.15,43.90,43.70,119,11905,517400.00,
500155,GARDEN SILK ,B ,Q,16.10,16.75,15.70,15.90,15.70,16.35,53,6386,102473.00,
