SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1257.00,1274.00,1242.85,1248.10,1247.00,1241.90,785,11677,14700549.00,
500003,AEGIS LOGIS ,A ,Q,179.05,187.90,178.00,183.95,187.90,176.95,297,7732,1392425.00,
500008,AMAR RAJA BA,A ,Q,739.35,745.00,712.00,724.00,724.00,737.55,1675,116433,85481640.00,
500009,A.SARABHAI  ,X ,Q,11.90,12.32,11.50,11.79,12.00,11.80,63,6798,79677.00,
500010,HDFC        ,A ,Q,1882.90,1882.90,1858.45,1870.90,1870.00,1851.25,1307,43734,81707574.00,
500012,ANDHRA PETRO,X ,Q,53.00,56.00,52.20,54.90,54.90,51.70,420,83273,4499953.00,
500013,ANSAL INFRAS,B ,Q,11.20,11.50,9.40,10.43,10.40,10.95,249,56322,606842.00,
500014,APPLE FINANC,XT,Q,1.60,1.60,1.53,1.53,1.53,1.60,10,2649,4101.00,
500020,BOM DYEING  ,B ,Q,105.95,109.35,105.85,107.20,107.20,104.85,1515,129520,13913293.00,
500023,ASIANHOTNR  ,B ,Q,135.20,143.50,135.20,143.50,143.50,139.00,4,270,37199.00,
500024,ASSAMCO     ,B ,Q,2.69,2.69,2.69,2.69,2.69,2.57,42,47941,128961.00,
500027,ATUL LTD.   ,A ,Q,3424.90,3466.00,3371.25,3394.35,3430.00,3402.10,181,617,2099967.00,
500028,ATV PROJECTS,XT,Q,5.76,5.76,5.42,5.42,5.42,5.70,23,13200,71996.00,
500031,BAJAJ ELECT.,A ,Q,433.05,448.15,433.05,436.20,436.20,432.45,732,17369,7662848.00,
500032,BAJAJHIND   ,B ,Q,7.70,7.90,7.62,7.81,7.86,7.70,384,291565,2281961.00,
500033,FORCE MOTR  ,A ,Q,1351.00,1356.00,1337.00,1339.90,1339.90,1332.05,738,7787,10471249.00,
500034,BAJFINANCE  ,A ,Q,2576.90,2609.00,2575.00,2600.85,2600.85,2559.30,2016,42663,110544757.00,
500038,BALRAM.CHINI,A ,Q,125.00,128.10,122.30,123.90,123.90,124.90,2953,272764,34142441.00,
500039,BANCO PROD. ,B ,Q,148.00,151.00,145.40,145.80,145.40,148.10,205,11548,1697783.00,
500040,CENTURY TEXT,A ,Q,718.05,743.00,718.05,740.25,740.25,715.25,853,115069,83527198.00,
500041,BANNARI AMAN,B ,Q,1549.00,1549.00,1549.00,1549.00,1549.00,1508.40,1,1,1549.00,
500042,BASF INDIA  ,A ,Q,1216.35,1220.00,1180.05,1198.50,1196.70,1201.55,212,1144,1374142.00,
500043,BATA INDIA  ,A ,Q,1266.00,1274.90,1256.25,1269.60,1270.05,1260.95,871,21588,27328513.00,
