SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1245.00,1290.00,1245.00,1269.45,1269.45,1244.45,1206,32591,41648729.00,
500003,AEGIS LOGIS ,A ,Q,206.00,206.00,200.35,203.00,201.40,204.75,203,4948,1007107.00,
500008,AMAR RAJA BA,A ,Q,759.90,759.90,741.35,744.05,741.65,747.45,493,14781,11048444.00,
500009,A.SARABHAI  ,X ,Q,11.70,11.75,11.45,11.50,11.50,11.83,32,19422,224916.00,
500010,HDFC        ,A ,Q,1897.00,1897.00,1865.45,1879.45,1879.45,1885.20,3072,66038,124059994.00,
500012,ANDHRA PETRO,X ,Q,59.00,59.75,58.00,58.50,58.55,58.80,227,46432,2732723.00,
500013,ANSAL INFRAS,B ,Q,11.65,11.65,11.20,11.33,11.40,11.60,89,15334,174253.00,
500014,APPLE FINANC,XT,Q,1.90,1.99,1.81,1.99,1.99,1.90,8,408,757.00,
500020,BOM DYEING  ,B ,Q,123.35,124.40,117.85,118.40,118.40,122.45,2427,229324,27592660.00,
500024,ASSAMCO     ,T ,Q,2.68,2.69,2.49,2.57,2.54,2.62,156,369644,957495.00,
500027,ATUL LTD.   ,A ,Q,3412.80,3425.00,3350.00,3362.25,3362.25,3411.40,211,4419,14973729.00,
500028,ATV PROJECTS,XT,Q,6.95,6.98,6.60,6.74,6.98,6.65,28,4096,27804.00,
500029,AUTOLITE(I) ,B ,Q,39.80,40.00,37.20,37.60,37.60,39.00,70,2957,113048.00,
500031,BAJAJ ELECT.,A ,Q,472.25,482.95,472.00,481.20,481.20,475.20,708,325184,156050667.00,
500032,BAJAJHIND   ,B ,Q,9.19,9.44,9.02,9.10,9.10,9.10,585,566921,5223379.00,
500033,FORCE MOTR  ,A ,Q,1697.50,1760.00,1660.00,1711.35,1711.35,1701.85,3770,62407,107171801.00,
500034,BAJFINANCE  ,A ,Q,2777.00,2779.95,2727.00,2735.80,2735.80,2764.20,2444,42122,116001280.00,
500038,BALRAM.CHINI,A ,Q,142.50,144.00,133.00,136.25,136.25,141.45,4012,439280,60968762.00,
500039,BANCO PROD. ,B ,Q,168.90,168.90,161.30,162.85,161.30,164.65,134,4971,815284.00,
500040,CENTURY TEXT,A ,Q,845.00,868.50,833.15,854.30,854.30,851.85,2369,106920,90912736.00,
500041,BANNARI AMAN,B ,Q,1605.00,1605.00,1580.00,1581.95,1580.00,1625.00,19,103,164310.00,
500042,BASF INDIA  ,A ,Q,1429.90,1460.00,1393.00,1428.75,1428.75,1414.00,308,2230,3193961.00,
500043,BATA INDIA  ,A ,Q,1347.00,1358.00,1338.95,1350.90,1350.90,1344.40,1927,72035,97316448.00,
500048,BEML LTD    ,A ,Q,911.10,914.05,876.65,888.85,888.85,911.10,2749,106405,94532837.00,
500049,BHARAT ELECT,A ,Q,92.75,92.75,88.95,89.25,89.25,92.15,2378,585644,52724030.00,
500052,BHANSALI ENG,B ,Q,78.70,81.30,75.80,77.50,77.50,76.75,1708,219757,17278026.00,
500055,TATASTLBSL  ,T ,Q,32.85,32.85,30.10,30.30,30.50,31.65,616,200577,6155986.00,
500058,BIHAR SPONGE,XT,Q,0.90,0.91,0.90,0.90,0.90,0.90,5,1670,1508.00,
500059,BINANI IND. ,B ,Q,47.40,47.75,45.35,46.85,46.85,46.90,40,4378,204201.00,
500060,BIRLACABLE  ,B ,Q,172.10,174.50,169.25,169.85,169.85,171.15,245,11953,2048594.00,
500067,BLUE STAR   ,A ,Q,663.60,663.60,655.00,659.75,661.45,657.50,155,745,491384.00,
500068,DISA INDIA  ,X ,Q,6101.65,6140.00,6101.65,6113.00,6113.00,6100.00,11,37,226271.00,
500069,BNK CAPITAL ,X ,Q,95.00,95.00,95.00,95.00,95.00,93.00,2,40,3800.00,
500074,BPL LTD.    ,B ,Q,29.00,29.00,28.25,28.55,28.55,28.55,56,6036,172186.00,
500078,OAL         ,X ,Q,234.00,242.00,234.00,238.30,238.00,234.10,54,5501,1314161.00,
500083,CENTURY EXT ,B ,Q,6.20,6.45,6.20,6.44,6.44,6.47,29,11704,73847.00,
500084,CESC LTD.   ,A ,Q,713.75,716.75,694.00,695.85,694.05,708.55,287,8233,5801288.00,
500085,CHAMBAL FERT,A ,Q,162.35,165.60,162.35,164.40,164.45,164.15,126,7288,1198752.00,
500086,EXIDE IND.  ,A ,Q,225.35,227.40,223.20,224.00,225.00,225.35,813,67107,15124305.00,
500087,CIPLA LTD.  ,A ,Q,552.80,552.80,539.00,540.85,540.85,547.60,1212,85704,46496101.00,
500089,DIC INDIA   ,B ,Q,363.15,375.00,359.95,365.35,361.00,362.10,8,26,9472.00,
500092,CRISIL LTD  ,A ,Q,1515.30,1516.50,1491.65,1492.55,1492.00,1505.10,103,509,765038.00,
500093,CGPOWER     ,A ,Q,38.40,38.40,36.20,36.45,36.45,37.15,2688,1535996,56875519.00,
500096,DABUR (I)   ,A ,Q,439.80,441.85,432.20,432.95,433.10,436.65,1098,71103,31101725.00,
500097,DALMIASUG   ,B ,Q,133.00,136.00,121.50,122.75,122.75,131.35,1863,146172,18696521.00,
500101,ARVIND Ltd  ,A ,Q,87.50,90.75,85.50,89.35,89.35,85.45,5311,1184607,104836850.00,
500102,BALARPUR IND,B ,Q,4.04,4.04,3.70,3.75,3.75,3.99,322,516979,1982772.00,
500103,BHEL        ,A ,Q,69.90,69.90,67.85,68.15,68.15,68.90,1120,425715,29099304.00,
500104,HIND.PETRO  ,A ,Q,248.65,253.50,246.50,248.85,247.20,246.40,3773,417182,104688852.00,
500106,IFCI LTD    ,A ,Q,14.00,14.05,13.72,13.79,13.79,14.08,4458,299872,4155619.00,
500108,MAHA.TELE   ,B ,Q,14.50,14.50,13.91,13.99,13.99,14.22,346,111273,1568308.00,
500109,MRPL        ,A ,Q,71.40,71.85,70.30,70.80,70.40,70.85,291,57716,4093755.00,
500110,CHENNAI PET.,A ,Q,255.20,260.80,253.10,255.85,254.00,255.20,418,17390,4487206.00,
500111,REL.CAP.    ,A ,Q,189.80,193.40,182.45,187.45,187.45,190.10,13901,1910285,357205424.00,
500112,STATE BANK  ,A ,Q,279.70,282.00,277.65,281.15,281.15,277.65,7074,2438806,682831777.00,
500113,STEEL AUTH. ,A ,Q,55.65,56.00,54.20,54.55,54.55,55.45,2339,1404301,77135388.00,
500114,TITAN       ,A ,Q,1065.00,1066.85,1041.40,1045.25,1044.05,1054.55,2312,96497,101828416.00,
500116,IDBI BANK L ,A ,Q,45.70,46.10,43.50,44.05,44.05,45.80,4323,2626022,117578523.00,
500117,DCW LTD.    ,B ,Q,17.40,17.65,17.05,17.15,17.10,17.45,143,24575,426083.00,
500119,DHAMPUR SUGA,B ,Q,245.10,246.30,231.35,232.10,232.10,243.80,2228,137278,32577443.00,
500120,DIAMINES&CHM,X ,Q,113.75,113.75,110.00,112.85,112.85,108.35,228,27645,3135495.00,
500123,ELANTAS     ,B ,Q,2420.00,2448.00,2305.00,2310.90,2305.00,2350.65,30,159,372321.00,
500124,DR.REDDY'S  ,A ,Q,2690.00,2726.00,2669.25,2686.10,2670.00,2693.35,1678,39638,107041932.00,
500125,E.I.D.PAR   ,A ,Q,203.60,212.70,202.70,208.80,208.80,203.80,1192,340877,71189951.00,
500126,MERCK LTD   ,B ,Q,3525.00,3540.00,3430.05,3459.55,3459.55,3500.50,386,1607,5586328.00,
500128,ELEC.CASTING,B ,Q,20.45,21.50,20.45,21.25,21.10,20.60,88,16917,359916.00,
500132,EMPEE SUGARS,XT,Q,1.28,1.28,1.28,1.28,1.28,1.22,7,1550,1984.00,
500133,ESAB INDIA  ,B ,Q,864.00,910.00,864.00,878.30,872.50,885.50,25,341,304882.00,
500135,ESSEL PROP  ,B ,Q,114.00,114.50,110.00,112.75,112.50,113.40,54,3204,362401.00,
500136,ESTER INDUS.,B ,Q,35.50,38.00,35.30,37.35,37.35,35.80,180,18849,700199.00,
500141,FERRO ALLOYS,X ,Q,4.70,5.45,4.70,5.40,5.42,4.68,274,247070,1274488.00,
500142,FGP LTD.    ,XT,Q,2.24,2.24,2.04,2.24,2.24,2.14,9,1182,2632.00,
500144,FINOL. CABLE,A ,Q,430.00,435.00,424.20,433.00,432.00,431.70,127,1434,617352.00,
500147,CMI FPE     ,X ,Q,1302.00,1377.00,1302.00,1338.25,1345.00,1315.15,66,1256,1682544.00,
500148,UFLEX LTD   ,A ,Q,218.80,223.95,216.45,217.90,217.90,219.70,385,11616,2552371.00,
500150,FOSECO INDIA,B ,Q,1400.00,1424.00,1392.05,1408.80,1410.00,1409.30,41,536,756212.00,
500151,GOLDEN TOB  ,T ,Q,32.20,34.55,32.20,34.55,34.55,32.95,10,1090,36439.00,
500153,GANESH BENZO,X ,Q,50.00,50.50,47.70,50.00,50.50,50.50,140,28816,1421290.00,
500155,GARDEN SILK ,B ,Q,21.00,23.65,20.60,22.70,22.80,20.65,246,30387,681939.00,
500159,METROGLOBL  ,X ,Q,56.40,56.40,52.50,53.80,53.90,52.05,7,115,6177.00,
500160,GTL LTD.    ,T ,Q,5.34,5.60,5.34,5.49,5.60,5.34,71,30441,168580.00,
500163,GODFREY PH  ,A ,Q,905.00,940.80,905.00,932.70,927.00,932.25,581,16048,14947908.00,
500164,GODREJ IND  ,A ,Q,514.20,517.70,508.20,510.70,510.70,509.30,499,19603,10059793.00,
500165,KANSAI NERO ,A ,Q,437.35,440.00,432.10,434.25,434.00,433.80,388,12091,5262668.00,
500166,GOODRICKE   ,X ,Q,245.00,251.00,242.15,244.85,244.85,243.15,193,11130,2749745.00,
500168,GOODYEAR (I),B ,Q,903.00,909.85,885.15,890.10,890.10,903.85,120,1137,1017681.00,
500170,GTN INDUS   ,B ,Q,9.60,10.44,9.30,10.44,10.44,9.91,15,3326,32760.00,
500171,GHCL LTD    ,A ,Q,234.00,244.00,233.80,242.60,242.60,235.30,1119,42953,10309955.00,
500173,GUJ.FLOURO  ,A ,Q,976.15,1000.00,976.10,992.35,992.35,976.15,835,11857,11762163.00,
500179,HCL INFOSYS ,B ,Q,22.25,22.80,21.55,21.60,21.60,22.25,265,74673,1636169.00,
500180,HDFC BANK   ,A ,Q,2110.00,2129.80,2096.00,2122.65,2122.65,2103.05,2747,60390,127714764.00,
500182,HEROMOTOCO  ,A ,Q,2788.00,2788.00,2726.20,2734.20,2734.20,2765.80,1635,18311,50287570.00,
500183,HIMACHAL FUT,A ,Q,24.00,24.55,23.45,23.65,23.65,23.65,2390,1023541,24719555.00,
500184,HSCL        ,A ,Q,123.10,123.10,119.15,120.30,120.30,121.55,1006,110237,13313835.00,
500185,HIND.CONSTN.,A ,Q,13.16,15.00,13.16,13.71,13.71,13.13,3251,1931596,27508306.00,
500186,HIND.OIL EXP,B ,Q,127.85,129.45,124.20,125.55,126.40,128.95,706,47040,5928395.00,
500187,HSIL        ,B ,Q,240.00,246.20,237.10,242.40,242.40,242.05,353,11785,2848945.00,
500188,HINDUS.ZI   ,A ,Q,267.65,270.85,266.30,269.90,269.55,267.10,632,37445,10074945.00,
500189,HINDUJA VENT,B ,Q,329.05,329.65,319.10,320.50,320.50,328.00,121,2633,848641.00,
