SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1245.00,1259.50,1232.50,1240.50,1240.50,1229.95,1510,58111,72530075.00,
500003,AEGIS LOGIS ,A ,Q,198.25,215.95,198.25,206.30,206.30,200.70,557,15865,3304521.00,
500008,AMAR RAJA BA,A ,Q,717.00,730.00,717.00,728.40,728.90,717.10,454,14154,10263828.00,
500009,A.SARABHAI  ,X ,Q,11.55,11.86,11.00,11.47,11.47,11.54,81,28854,326918.00,
500010,HDFC        ,A ,Q,1848.60,1864.40,1840.00,1859.45,1859.45,1841.75,1952,59480,110223136.00,
500012,ANDHRA PETRO,X ,Q,53.65,55.80,53.65,54.90,54.90,53.90,202,38093,2082935.00,
500013,ANSAL INFRAS,B ,Q,11.25,11.30,10.75,11.13,11.25,11.06,86,15871,176264.00,
500014,APPLE FINANC,XT,Q,1.62,1.73,1.57,1.73,1.73,1.65,15,4944,8232.00,
500020,BOM DYEING  ,B ,Q,111.45,116.90,111.45,114.20,114.20,110.10,2412,283798,32373695.00,
500024,ASSAMCO     ,T ,Q,2.31,2.55,2.31,2.41,2.41,2.43,83,338053,814415.00,
500027,ATUL LTD.   ,A ,Q,3390.75,3408.00,3343.40,3386.65,3377.00,3361.05,96,286,965312.00,
500028,ATV PROJECTS,XT,Q,6.00,6.11,5.85,6.04,6.11,5.82,14,1451,8763.00,
500029,AUTOLITE(I) ,B ,Q,30.45,32.70,30.00,31.55,31.50,30.40,81,4626,140396.00,
500031,BAJAJ ELECT.,A ,Q,461.10,461.10,448.00,453.55,454.00,452.20,682,15767,7140551.00,
500032,BAJAJHIND   ,B ,Q,8.45,8.68,8.45,8.54,8.54,8.32,467,744493,6352252.00,
500033,FORCE MOTR  ,A ,Q,1394.00,1637.00,1393.30,1599.65,1599.65,1385.35,13780,206792,321578378.00,
500034,BAJFINANCE  ,A ,Q,2662.80,2673.90,2643.10,2663.40,2666.00,2647.40,2340,37522,99822579.00,
500038,BALRAM.CHINI,A ,Q,133.95,136.70,133.80,134.50,134.50,130.85,2823,285920,38596023.00,
500039,BANCO PROD. ,B ,Q,148.85,151.50,146.90,151.20,151.50,146.50,72,4529,674498.00,
500040,CENTURY TEXT,A ,Q,807.60,833.00,805.80,827.90,831.50,800.65,1393,61358,50366664.00,
500041,BANNARI AMAN,B ,Q,1598.00,1636.00,1554.05,1593.50,1636.00,1588.25,41,102,162725.00,
500042,BASF INDIA  ,A ,Q,1336.25,1350.00,1306.65,1335.15,1334.05,1318.35,171,1013,1342818.00,
500043,BATA INDIA  ,A ,Q,1285.00,1299.00,1271.90,1281.85,1282.25,1288.80,1038,75004,96280174.00,
500048,BEML LTD    ,A ,Q,842.95,858.60,838.40,850.85,850.85,835.55,1770,72035,61279439.00,
500049,BHARAT ELECT,A ,Q,82.85,85.25,82.85,85.00,85.00,82.40,2128,658156,55422051.00,
500052,BHANSALI ENG,B ,Q,64.80,71.80,64.10,70.05,70.05,63.60,3252,414306,28347536.00,
500055,TATASTLBSL  ,T ,Q,27.05,28.80,27.05,28.75,28.75,27.45,336,148580,4228254.00,
500058,BIHAR SPONGE,XT,Q,0.90,0.91,0.90,0.91,0.91,0.90,7,3066,2770.00,
