SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1307.65,1322.00,1301.40,1316.35,1319.00,1307.60,446,21775,28628756.00,
500003,AEGIS LOGIS ,A ,Q,210.00,210.00,202.50,203.60,203.60,204.55,294,5992,1227502.00,
500008,AMAR RAJA BA,A ,Q,731.75,748.80,724.00,742.70,737.00,734.05,965,28467,20909276.00,
500009,A.SARABHAI  ,X ,Q,13.95,14.98,13.76,14.66,14.66,13.56,247,71564,1048971.00,
500010,HDFC        ,A ,Q,1970.20,1978.00,1960.75,1967.85,1971.30,1964.00,1510,50072,98573788.00,
500012,ANDHRA PETRO,X ,Q,57.50,58.95,57.50,58.35,58.10,58.10,158,18470,1075054.00,
500013,ANSAL INFRAS,B ,Q,11.99,11.99,11.43,11.56,11.56,11.42,135,47599,561194.00,
500014,APPLE FINANC,XT,Q,1.80,1.90,1.80,1.90,1.90,1.89,14,963,1777.00,
500016,ARUNAHTEL   ,XT,Q,7.84,8.50,7.84,8.50,8.50,8.25,4,311,2445.00,
500020,BOM DYEING  ,A ,Q,146.40,149.40,143.55,146.35,146.35,145.30,6802,620073,91110488.00,
500023,ASIANHOTNR  ,B ,Q,145.90,145.90,144.80,144.85,144.80,140.25,4,4,580.00,
500024,ASSAMCO     ,T ,Q,2.30,2.30,2.19,2.23,2.27,2.30,102,236467,525292.00,
500027,ATUL LTD.   ,A ,Q,3308.20,3379.90,3280.90,3322.20,3330.00,3317.60,273,133031,441435115.00,
500028,ATV PROJECTS,XT,Q,6.65,7.00,6.64,7.00,7.00,6.98,25,16266,109068.00,
500029,AUTOLITE(I) ,B ,Q,38.35,39.00,37.35,38.55,38.70,39.50,52,3129,118727.00,
500031,BAJAJ ELECT.,A ,Q,513.00,525.90,509.25,519.20,519.20,507.60,1036,23314,12120354.00,
500032,BAJAJHIND   ,B ,Q,8.35,8.41,8.16,8.23,8.23,8.41,193,169281,1394637.00,
500033,FORCE MOTR  ,A ,Q,1684.90,1775.05,1676.80,1736.10,1736.10,1684.90,2848,39475,68805816.00,
500034,BAJFINANCE  ,A ,Q,2933.00,2962.00,2910.45,2921.65,2921.65,2926.05,3804,76379,224298044.00,
500038,BALRAM.CHINI,A ,Q,134.00,134.00,129.50,130.20,130.20,133.45,898,79420,10423334.00,
500039,BANCO PROD. ,B ,Q,160.95,161.70,156.00,158.45,158.00,160.00,165,12073,1929458.00,
500040,CENTURY TEXT,A ,Q,885.00,916.00,881.95,906.40,906.40,882.85,1606,60327,54682784.00,
500042,BASF INDIA  ,A ,Q,1363.50,1404.40,1360.00,1367.80,1361.25,1382.70,185,852,1174246.00,
500043,BATA INDIA  ,A ,Q,1343.00,1361.00,1336.50,1341.05,1341.05,1342.05,1041,33118,44627515.00,
500048,BEML LTD    ,A ,Q,1005.00,1013.55,985.00,993.25,993.25,995.15,3333,161823,160880612.00,
500049,BHARAT ELECT,A ,Q,94.60,97.00,93.50,96.40,96.40,94.45,6196,975088,93384854.00,XD
500052,BHANSALI ENG,B ,Q,73.75,75.50,73.10,73.40,73.40,73.45,922,143420,10620059.00,
500055,TATASTLBSL  ,T ,Q,29.95,30.10,29.25,29.60,29.60,29.95,197,63782,1886149.00,
500058,BIHAR SPONGE,XT,Q,0.88,0.88,0.87,0.88,0.88,0.88,10,5550,4874.00,
500059,BINANI IND. ,T ,Q,40.00,40.00,39.70,39.70,39.70,41.75,53,7319,290844.00,
500060,BIRLACABLE  ,B ,Q,155.15,158.80,154.70,155.15,155.00,154.50,138,6969,1089981.00,
500067,BLUE STAR   ,A ,Q,673.15,684.95,666.05,682.55,680.00,670.75,123,2610,1764388.00,
500069,BNK CAPITAL ,X ,Q,87.30,93.45,87.30,93.45,93.45,90.85,2,37,3322.00,
500074,BPL LTD.    ,B ,Q,28.90,28.95,28.50,28.65,28.85,28.90,52,5742,165056.00,
500078,OAL         ,X ,Q,245.00,245.00,237.00,241.70,241.70,244.50,59,7057,1704693.00,
500083,CENTURY EXT ,B ,Q,6.20,6.35,6.10,6.12,6.13,6.12,14,7962,48777.00,
500084,CESC LTD.   ,A ,Q,737.00,750.55,734.00,738.75,742.05,733.50,986,25488,18951050.00,
500085,CHAMBAL FERT,A ,Q,162.10,165.60,161.80,162.25,162.25,162.50,215,11309,1844670.00,
500086,EXIDE IND.  ,A ,Q,228.00,228.50,226.20,227.50,227.10,228.05,1293,50244,11421572.00,
500087,CIPLA LTD.  ,A ,Q,538.95,538.95,530.50,533.00,532.30,534.55,717,48923,26124456.00,
500092,CRISIL LTD  ,A ,Q,1489.15,1520.50,1476.00,1488.60,1480.00,1469.00,339,1926,2897378.00,
500093,CGPOWER     ,A ,Q,44.30,46.95,44.30,46.55,46.55,44.60,6768,2377802,109446545.00,
500096,DABUR (I)   ,A ,Q,429.00,429.80,425.15,426.70,426.70,428.90,1089,66298,28335633.00,
500097,DALMIASUG   ,B ,Q,117.40,118.00,113.10,114.90,114.90,116.50,246,19162,2210957.00,
500101,ARVIND Ltd  ,A ,Q,92.35,93.10,91.00,92.25,92.25,92.35,997,195479,17982883.00,
500102,BALARPUR IND,B ,Q,3.17,3.18,2.99,3.04,3.03,3.11,369,981751,3015905.00,
500103,BHEL        ,A ,Q,67.30,68.45,67.20,68.10,68.10,67.10,2105,1921105,130607716.00,
500104,HIND.PETRO  ,A ,Q,287.60,292.55,285.90,290.65,290.65,286.75,3637,287429,83049235.00,
500106,IFCI LTD    ,A ,Q,13.61,14.03,13.55,13.89,13.89,13.61,20743,266750,3703785.00,
